画像番号	既存DBでのカテゴリに基づく正解	質問文	画像のリンク	選択肢	回答1	回答者1ID	回答2	回答者2ID		回答1(鬼/人)	回答1の正(1)誤(0)	回答2(鬼/人)	回答2の正(1)誤(0)	正答率	二者の回答の一致(1)不一致(0)
80	人	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-56-2-2/tif/2_038.tif/3708,614,148,128/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1230123043	悲しんだ人	1230061578		人	1	人	1	1	1
81	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-145-3-2/tif/2_008.tif/2514,1312,252,164/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1228562635	悲しんだ人	1229623487		鬼	1	人	0	0.5	0
82	人	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/133X-142-1/tif/008.tif/1491,961,67,86/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1228562635	笑った人	1229623487		人	1	人	1	1	1
83	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-145-3-2/tif/2_010.tif/1826,1771,190,191/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1228562635	笑った鬼	1229623487		鬼	1	鬼	1	1	1
84	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200020290/200020290_00019.tif/1327,1854,276,276/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1228562635	怒った人	1229623487		人	1	人	1	1	1
85	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-145-3-2/tif/2_010.tif/2139,1719,209,175/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ鬼	1228562635	悲しんだ鬼	1229623487		鬼	1	鬼	1	1	1
86	人	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-56-2-1/tif/1_030.tif/857,750,127,148/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1228562635	笑った人	1229623487		人	1	人	1	1	1
87	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-145-3-2/tif/2_010.tif/2417,1402,158,148/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1228562635	笑った鬼	1229623487		鬼	1	鬼	1	1	1
88	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200020290/200020290_00021.tif/4073,1814,320,320/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1228562635	怒った人	1229623487		人	1	人	1	1	1
89	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-145-3-2/tif/2_010.tif/1652,794,255,208/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1228562635	笑った人	1229623487		人	0	人	0	0	1
90	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200020290/200020290_00021.tif/3188,1790,314,314/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1228562635	怒った人	1229623487		人	1	人	1	1	1
91	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_011.tif/75,639,359,335/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ鬼	1225659254	悲しんだ鬼	1225316480		鬼	1	鬼	1	1	1
92	人	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/220-58-1/tif/006.tif/4235,534,111,126/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1225659254	悲しんだ人	1225316480		人	1	人	1	1	1
93	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_011.tif/3483,624,236,232/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1225659254	悲しんだ人	1225316480		人	0	人	0	0	1
94	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200020290/200020290_00021.tif/2138,1779,313,313/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1225659254	怒った人	1225316480		人	1	人	1	1	1
95	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_011.tif/3266,176,298,274/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1225659254	怒った人	1225316480		人	0	人	0	0	1
96	鬼	絵の中の顔について該当するものを1つ選んで下さい	https://www.nichibun.ac.jp/YoukaiGazou/thumbnail/U426_nichibunken_0234_0006_0000.jpg	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った鬼	1225659254	怒った鬼	1225316480		鬼	1	鬼	1	1	1
97	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_011.tif/2997,483,191,235/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1225659254	怒った人	1225316480		人	0	人	0	0	0
98	人	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/133X-142-1/tif/011.tif/753,898,91,115/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1225659254	笑った人	1225316480		人	1	人	1	1	0
99	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_011.tif/1521,1324,340,288/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った鬼	1225659254	怒った鬼	1225316480		鬼	1	鬼	1	1	1
100	人	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/133X-142-1/tif/008.tif/1367,1022,67,86/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1225659254	悲しんだ人	1225316480		人	1	人	1	1	1
101	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_011.tif/1194,1056,286,352/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1225666442	笑った鬼	1231319012		人	0	鬼	1	0.5	0
102	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200020290/200020290_00021.tif/1245,1788,299,299/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った鬼	1225666442	怒った人	1231319012		鬼	0	人	1	0.5	0
103	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_011.tif/849,1048,295,316/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1225666442	怒った鬼	1231319012		鬼	1	鬼	1	1	0
104	人	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/133X-142-1/tif/009.tif/820,626,138,110/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1225666442	怒った人	1231319012		人	1	人	1	1	0
105	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_011.tif/629,834,279,450/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1225666442	笑った鬼	1231319012		人	0	鬼	1	0.5	0
106	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200020290/200020290_00022.tif/4090,1872,326,326/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1225666442	悲しんだ人	1231319012		人	1	人	1	1	1
107	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_011.tif/316,1131,392,325/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った鬼	1225666442	怒った鬼	1231319012		鬼	1	鬼	1	1	1
108	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200020290/200020290_00022.tif/3160,1859,343,343/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1225666442	怒った人	1231319012		人	1	人	1	1	0
109	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_011.tif/1048,1716,316,303/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1225666442	笑った鬼	1231319012		鬼	1	鬼	1	1	1
110	人	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/133X-142-1/tif/011.tif/1162,861,86,99/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1225666442	笑った人	1231319012		人	1	人	1	1	1
111	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_011.tif/1418,2494,310,210/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ鬼	1229646674	悲しんだ鬼	1226880177		鬼	1	鬼	1	1	1
112	鬼	絵の中の顔について該当するものを1つ選んで下さい	https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0234_0010_0000.jpg	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1229646674	笑った鬼	1226880177		鬼	1	鬼	1	1	1
113	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_011.tif/2329,2111,323,233/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った鬼	1229646674	笑った鬼	1226880177		鬼	1	鬼	1	1	0
114	人	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-145-3-3/tif/3_005.tif/2044,1260,106,112/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1229646674	悲しんだ人	1226880177		人	1	人	1	1	1
115	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_011.tif/2643,2020,294,265/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った鬼	1229646674	笑った鬼	1226880177		鬼	1	鬼	1	1	0
116	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200020290/200020290_00022.tif/2050,1805,342,342/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1229646674	怒った人	1226880177		人	1	人	1	1	1
117	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_011.tif/2892,2160,279,316/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った鬼	1229646674	笑った鬼	1226880177		鬼	1	鬼	1	1	0
118	人	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-145-3-2/tif/2_010.tif/1670,1232,100,128/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1229646674	笑った人	1226880177		人	1	人	1	1	0
119	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_011.tif/126,1558,402,290/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ鬼	1229646674	笑った鬼	1226880177		鬼	1	鬼	1	1	0
120	人	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/133X-142-1/tif/008.tif/1526,650,67,80/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1229646674	笑った人	1226880177		人	1	人	1	1	0
121	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_012.tif/1782,992,442,334/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った鬼	1230704570	怒った鬼	1231398459		鬼	1	鬼	1	1	1
122	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200020290/200020290_00022.tif/1214,1811,337,337/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1230704570	悲しんだ人	1231398459		鬼	0	人	1	0.5	0
123	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_012.tif/2107,809,393,311/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ鬼	1230704570	笑った鬼	1231398459		鬼	1	鬼	1	1	0
124	人	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-3/tif/3_015.tif/2497,937,151,221/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1230704570	怒った人	1231398459		人	1	人	1	1	0
125	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_012.tif/2094,524,521,300/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1230704570	笑った鬼	1231398459		人	0	鬼	1	0.5	0
126	人	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-3/tif/3_015.tif/1164,822,156,206/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1230704570	怒った人	1231398459		人	1	人	1	1	0
127	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_012.tif/1910,426,296,278/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1230704570	怒った鬼	1231398459		人	0	鬼	1	0.5	0
128	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200020290/200020290_00023.tif/4125,1830,308,308/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1230704570	怒った人	1231398459		人	1	人	1	1	1
129	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_012.tif/1802,729,332,297/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1230704570	怒った鬼	1231398459		人	0	鬼	1	0.5	0
130	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200020290/200020290_00023.tif/3125,1846,346,346/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1230704570	怒った人	1231398459		人	1	人	1	1	1
131	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_012.tif/1680,910,170,249/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ鬼	1225242263	怒った鬼	1228504055		鬼	1	鬼	1	1	0
132	人	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_019.tif/2448,898,158,206/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1225242263	笑った人	1228504055		人	1	人	1	1	0
133	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_012.tif/2170,1338,329,256/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った鬼	1225242263	笑った鬼	1228504055		鬼	1	鬼	1	1	0
134	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200020290/200020290_00023.tif/2140,1825,307,307/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1225242263	笑った人	1228504055		人	1	人	1	1	1
135	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-145-3-2/tif/2_013.tif/2272,1554,197,182/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1225242263	笑った鬼	1228504055		鬼	1	鬼	1	1	1
136	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200020290/200020290_00023.tif/1174,1791,308,308/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1225242263	笑った人	1228504055		人	1	人	1	1	0
137	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-145-3-2/tif/2_013.tif/1867,1653,217,172/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1225242263	怒った鬼	1228504055		鬼	1	鬼	1	1	0
138	人	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_029.tif/1203,606,177,218/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1225242263	笑った人	1228504055		人	1	人	1	1	0
139	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-145-3-2/tif/2_013.tif/1646,1543,206,146/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1225242263	笑った鬼	1228504055		鬼	1	鬼	1	1	1
140	人	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/11X-31-1/tif/019.tif/1321,769,146,181/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1225242263	怒った人	1228504055		人	1	人	1	1	0
141	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-145-3-2/tif/2_013.tif/1952,1454,159,157/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った鬼	1231020179	笑った人	1225206830		鬼	1	人	0	0.5	0
142	人	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-3/tif/3_031.tif/2892,1542,104,144/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ鬼	1231020179	笑った人	1225206830		鬼	0	人	1	0.5	0
143	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-145-3-2/tif/2_013.tif/2037,760,176,186/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1231020179	悲しんだ人	1225206830		人	0	人	0	0	1
144	鬼	絵の中の顔について該当するものを1つ選んで下さい	https://www.nichibun.ac.jp/YoukaiGazou/thumbnail/U426_nichibunken_0234_0011_0000.jpg	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1231020179	笑った鬼	1225206830		人	0	鬼	1	0.5	0
145	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_015.tif/3622,1076,378,316/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った鬼	1231020179	怒った鬼	1225206830		鬼	1	鬼	1	1	1
146	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200020290/200020290_00024.tif/4155,1836,314,314/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1231020179	悲しんだ人	1225206830		人	1	人	1	1	0
147	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_015.tif/3443,1906,429,294/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ鬼	1231020179	怒った鬼	1225206830		鬼	1	鬼	1	1	0
148	人	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-3/tif/3_023.tif/2849,586,110,130/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1231020179	笑った人	1225206830		人	1	人	1	1	1
149	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_015.tif/2978,1737,351,375/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った鬼	1231020179	怒った鬼	1225206830		鬼	1	鬼	1	1	1
150	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200020290/200020290_00024.tif/3217,1815,309,309/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1231020179	悲しんだ人	1225206830		人	1	人	1	1	1
151	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_015.tif/2577,1625,363,300/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った鬼	1225185397	怒った鬼	1229497758		鬼	1	鬼	1	1	1
152	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200020290/200020290_00024.tif/2095,1789,355,355/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1225185397	悲しんだ人	1229497758		人	1	人	1	1	1
153	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_015.tif/1774,886,290,262/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1225185397	悲しんだ人	1229497758		人	0	人	0	0	1
154	人	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-3/tif/3_011.tif/1066,882,126,150/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1225185397	笑った人	1229497758		人	1	人	1	1	1
155	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_015.tif/2463,2041,317,283/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った鬼	1225185397	怒った鬼	1229497758		鬼	1	鬼	1	1	1
156	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200020290/200020290_00024.tif/1187,1821,333,333/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1225185397	笑った人	1229497758		人	1	人	1	1	0
157	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_015.tif/2114,2175,370,285/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ鬼	1225185397	怒った鬼	1229497758		鬼	1	鬼	1	1	0
158	人	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-3/tif/3_010.tif/3667,400,107,144/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1225185397	悲しんだ人	1229497758		人	1	人	1	1	0
